Artist,Country,PtsPoints,R/O,RankRanking,broadcaster,composers,contest_id,final_type,id,song,url,writers
Max (Maximilian Mutzke),Germany,93,08,8,ARD,Stefan Raab,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,938abf95-4e81-3bc0-b075-13fb08abb487,Can't Wait Until Tonight,/participant/max-maximilian-mutzke,Stefan Raab
Anjeza Shahini,Albania,106,09,7,RTSH,Edmon Zhulali,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,2ca44336-736a-344d-851e-1440dcb32ece,The Image Of You,/participant/anjeza-shahini,Agim Doçit
Ruslana,Ukraine,280,10,1,NTU,Ruslana Lyzchicko,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,a411706e-b9ab-3aa0-a3e3-859a02ef8af9,Wild Dances,/participant/ruslana,Alexander Ksenofontov
Ivan Mikulic,Croatia,50,11,12,HRT,Ivan Mikulic,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,1d0cb9cd-eaab-3c2d-a6aa-4426f1de001d,You Are The Only One,/participant/ivan-mikulic,"Duko Gruborovic, Marina Madrinic"
Deen,Bosnia & Herzegovina,91,12,9,PBSBIH,Vesna Pisarovic,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,949c5995-2039-394a-87a3-ce374f6fa9e9,In The Disco,/participant/deen,Vesna Pisarovic
Xandee,Belgium,7,13,22,VRT,Marc Paelinck,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,239e15ff-2ac5-3a3b-9528-7a011b2917ee,1 Life,/participant/xandee,Dirk Paelinck
Julia Savicheva,Russia,67,14,11,C1R,Maxim Fadeev,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,2b3bfe55-bc6c-38a5-b714-126fe4f76963,Believe Me,/participant/julia-savicheva,Brenda Loring
Tose Proeski,F.Y.R. Macedonia,47,15,14,MKRTV,Jovan Jovanov,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,38824647-5fc4-33ca-bbe2-af73e6134277,Life,/participant/tose-proeski,Ilija Nikolovski
Sakis Rouvas,Greece,252,16,3,ERT,Nikos Terzis,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,edfc282b-4492-35fd-b08d-bc9e99b38000,Shake It,/participant/sakis-rouvas,Nektarios Tirakis
Jónsi,Iceland,16,17,19,RÚV,Sveinn Rúnar Sigurðsson,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,f3f1a251-7b56-39c6-a9b2-afa17c68a28f,Heaven,/participant/jonsi,Magnús Þór Sigmundsson
Chris Doran,Ireland,7,18,22,RTÉ,"Brian McFadden, Jonathan Shorten",ae741882-2c5f-3faf-86bf-6522117ed204,grand final,bb729ea5-d0da-33bc-a41a-256c15346368,If My World Stopped Turning,/participant/chris-doran,"Brian McFadden, Jonathan Shorten"
Blue Cafe,Poland,27,19,17,TVP,Pawel Rurak-Sokal,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,6829a3fa-ded6-3090-861c-b058a6a6aac6,Love Song,/participant/blue-cafe,Tatiana Okupnik
James Fox,United Kingdom,29,20,16,BBC,Gary Miller and Tim Woodcock,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,2ad2dfb2-0c67-3471-b732-ab033a684a9d,Hold On To Our Love,/participant/james-fox,"Gary Miller, Tim Woodcock"
Lisa Andreas,Cyprus,170,21,5,CyBC,Mike Konnaris,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,ae8742c1-d9b0-3551-b654-b15f2466be93,Stronger Every Minute,/participant/lisa-andreas,Mike Konnaris
Athena,Turkey,195,22,4,TRT,"Gökhan Özoğuz, Hakan Özoğuz",ae741882-2c5f-3faf-86bf-6522117ed204,grand final,a75f3da4-6a84-3e16-8e05-dac78b96c6fa,For Real,/participant/athena,"Gökhan Özoğuz, Hakan Özoğuz"
Sanda Ladosi,Romania,18,23,18,TVR,George Popa,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,8c7dd991-85e6-36e6-8151-03b5628b2670,I Admit,/participant/sanda-ladosi,Irina Gligor
Lena Philipsson,Sweden,170,24,5,SVT,Thomas Orup Eriksson,ae741882-2c5f-3faf-86bf-6522117ed204,grand final,2f088643-024c-3b2f-abda-f8752361e430,It Hurts,/participant/lena-philipsson,Thomas Orup Eriksson
Birgitta,Iceland,81,01,8,RÚV,Hallgrímur Óskarsson,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,804e0f35-c336-3c37-9f25-9344776e0fda,Open Your Heart,/participant/birgitta,"Sveinbjörn I. Baldvinsson, Birgitta Haukdal"
Alf Poier,Austria,101,02,6,ORF,Alf Poier,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,c03943f0-40a6-3d51-9edb-f25eea6a998c,Weil Der Mensch Zählt,/participant/alf-poier,Alf Poier
Mickey Harte,Ireland,53,03,11,RTÉ,"Keith Molloy, Martin Brannigan",e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,b4f472d7-ad45-3bda-b31d-4be74d191a18,Weve Got The World,/participant/mickey-harte,"Keith Molloy, Martin Brannigan"
Sertab Erener,Turkey,167,04,1,TRT,"Sertab Erener, Demir Demirkan",e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,7bf4a5e2-bd9e-3802-a4b0-2d0a27e97692,Everyway That I Can,/participant/sertab-erener,Demir Demirkan
Lynn Chirchop,Malta,4,05,25,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,aa33acea-f1f3-3a23-8c77-2e666bcf5ac8,To Dream Again,/participant/lynn-chirchop,
Mija Martina,Bosnia & Herzegovina,27,06,16,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,922e8256-36a0-36f3-8c31-6ff45003550e,Ne Brini,/participant/mija-martina,
Rita Guerra,Portugal,13,07,22,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,b1fa67e0-96a5-3f02-b9f3-55f9c31a5002,Deixa-me Sonhar,/participant/rita-guerra,
Claudia Beni,Croatia,29,08,15,HRT,Andrej Babich,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,662ca968-c7e0-384d-bdd7-0ebb3ab7257b,Vie Nisam Tvoja,/participant/claudia-beni,Andrej Babich
Stelios Constantas,Cyprus,15,09,20,CyBC,Stelios Constantas,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,7a049521-e2d9-3c3b-8347-122924d50c00,Feeling Alive,/participant/stelios-constantas,Stelios Constantas
Lou,Germany,53,10,11,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,cb94ef65-8430-34b6-a0d8-daf8d87789a1,Lets Get Happy,/participant/lou,
t.A.T.u.,Russia,164,11,3,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,b66e0e19-02d5-369f-9c62-49ca5d41b60f,"Ne Ver, Ne Boisia",/participant/t-a-t-u,
Beth,Spain,81,12,8,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,51203e3e-cca7-31d0-8b76-61d9dc452104,Dime,/participant/beth,
Lior Narkis,Israel,17,13,19,IBA,Yoni Ro`en,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,14b9488e-95d3-3a34-b67f-0e6e0605b4a5,Words For Love,/participant/lior-narkis,Yossi Gispan
Esther Hart,The Netherlands,45,14,13,NOS,"Alan Michael, Tjeerd van Zanen",e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,efa8eafd-2b47-3e56-b058-60cb06d5f0c1,One More Night,/participant/esther-hart,"Alan Michael, Tjeerd van Zanen"
Jemini,United Kingdom,-,15,26,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,7380223f-a6f7-3295-a6b6-1b231e6d5b4d,Cry Baby,/participant/jemini,
Olexandr,Ukraine,30,16,14,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,bc0e8fc3-a7bb-3fdc-b51c-d04481f95fd7,Hasta La Vista,/participant/olexandr,
Mando,Greece,25,17,17,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,a877ba44-907e-3812-b559-08cde409e589,Never Let You Go,/participant/mando,
Jostein Hasselgård,Norway,123,18,4,NRK,Arve Furset,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,e8b235df-3802-32d1-bbc9-f01517786ac6,I'm Not Afraid To Move On,/participant/jostein-hasselgaard,Arve Furset
Louisa Baileche,France,19,19,18,France 3,Hocine Hallaf,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,5c0c7d56-c4af-3cd9-83cc-35ff8c5d7365,Monts Et Merveilles,/participant/louisa-baileche,Hocine Hallaf
Ich Troje,Poland,90,20,7,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,050cbd5f-d238-3160-87c9-a59bb19ed34e,Keine Grenzen - Zadnych Granic,/participant/ich-troje,
F.L.Y.,Latvia,5,21,24,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,dc98fac5-e561-394d-b9fd-0a985136f6b1,Hello From Mars,/participant/f-l-y,
Urban Trad,Belgium,165,22,2,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,57e0b733-e648-383c-9d5a-b5e23bb44583,Sanomi,/participant/urban-trad,
Ruffus,Estonia,14,23,21,ERR,Vaiko Eplik,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,839e1eb5-0a3c-3cb5-999e-e982cf84d53a,Eighties Coming Back,/participant/ruffus,Vaiko Eplik
Nicola,Romania,73,24,10,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,f9bccb42-e431-3345-abfc-618a570aaa84,Dont Break My Heart,/participant/nicola,
Fame,Sweden,107,25,5,,,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,e293f654-0370-3d69-9b59-1893ff2a9c57,Give Me Your Love,/participant/fame,
Karmen,Slovenia,7,26,23,RTVSLO,Martin Stibernik,e6bc9af1-bc45-31ce-b8ce-95c05a5faef6,final,8ea5a4c2-df2e-3457-88f2-8f895bd5e977,Nanana,/participant/karmen,Karmen Stavec
One,Cyprus,85,01,6,CyBC,George Theophanous,73735065-7817-3b49-b99d-9c6d85f52e26,final,26cc2ee2-3ab1-3b8e-a02d-a96e435482b3,Gimme,/participant/one,George Theophanous
Jessica Garlick,United Kingdom,111,02,3,BBC,Martyn Baylay,73735065-7817-3b49-b99d-9c6d85f52e26,final,bdef30d2-bc59-3577-9619-b72d94f33f3c,Come Back,/participant/jessica-garlick,Martyn Baylay
Manuel Ortega,Austria,26,03,18,ORF,Alexander Kahr,73735065-7817-3b49-b99d-9c6d85f52e26,final,2cd38973-73c5-3136-8925-6fe99765b134,Say A Word,/participant/manuel-ortega,Robert Pflugler
Michalis Rakintzis,Greece,27,04,17,,,73735065-7817-3b49-b99d-9c6d85f52e26,final,54cc8ac0-d0d0-35ad-8c0a-cb4fb8ee2d0d,S.A.G.A.P.O.,/participant/michalis-rakintzis,
Rosa,Spain,81,05,7,,,73735065-7817-3b49-b99d-9c6d85f52e26,final,3ad7e339-85f1-3c85-9dcf-8fce6c917769,Europe's Living A Celebration,/participant/rosa,
Vesna Pisarovic,Croatia,44,06,11,,,73735065-7817-3b49-b99d-9c6d85f52e26,final,72d3f00e-91ca-3deb-8238-17f3c932dc21,Everything I Want,/participant/vesna-pisarovic,
Prime minister,Russia,55,07,10,,,73735065-7817-3b49-b99d-9c6d85f52e26,final,287ef004-e8a2-34b7-817c-03d57f197a9d,Northern Girl,/participant/prime-minister,
Sahléne,Estonia,111,08,3,,,73735065-7817-3b49-b99d-9c6d85f52e26,final,6b06634d-8859-38cd-bf7e-a2908fd37d70,Runaway,/participant/sahlene,
Karolina,F.Y.R. Macedonia,25,09,19,MKRTV,Nikola Perevski,73735065-7817-3b49-b99d-9c6d85f52e26,final,0d0a3356-fe50-3947-aca9-c0abc24534df,Od Nas Zavisi,/participant/karolina,Vladimir Krstevski
Sarit Hadad,Israel,37,10,12,IBA,Tzvika Pik,73735065-7817-3b49-b99d-9c6d85f52e26,final,5ecb992a-1b58-3718-b8b1-35d04581822c,Light A Candle,/participant/sarit-hadad,Yoav Ginai
Francine Jordi,Switzerland,15,11,22,SSR SRG,Francine Lehmann,73735065-7817-3b49-b99d-9c6d85f52e26,final,fbde5a1c-3e5b-3913-93fe-b45e035f2f07,Dans Le Jardin De Mon Âme,/participant/francine-jordi,Francine Lehmann
Afro-dite,Sweden,72,12,8,SVT,Marcos Ubeda,73735065-7817-3b49-b99d-9c6d85f52e26,final,d3410b2d-d6d9-31b1-b35b-93074d85fa69,Never Let It Go,/participant/afro-dite,Marcos Ubeda
Laura,Finland,24,13,20,YLE,Maki Kolehmainen,73735065-7817-3b49-b99d-9c6d85f52e26,final,35084601-888f-341b-b7ab-99117eeb6f57,Addicted To You,/participant/laura,"Janina Frostell, Tracy Lipp"
Malene,Denmark,7,14,24,DR,Michael Ronson,73735065-7817-3b49-b99d-9c6d85f52e26,final,d2619d1f-e50a-3f3f-8c6c-7f9ec128346f,Tell Me Who You Are,/participant/malene,Michael Ronson
Maja,Bosnia & Herzegovina,33,15,13,PBSBIH,Dragan Mijatovic,73735065-7817-3b49-b99d-9c6d85f52e26,final,ccd7ae29-a1f2-3867-862c-7f45bc65832f,Na Jastuku Za Dvoje,/participant/maja,"Ruica Cavic, Stevo Cvikic"
Sergio & the Ladies,Belgium,33,16,13,VRT,Mark Paelinck,73735065-7817-3b49-b99d-9c6d85f52e26,final,7d486cb7-b09a-3bc1-aa73-676ff62a27bf,Sister,/participant/sergio-the-ladies,Dirk Paelinck
Sandrine François,France,104,17,5,France 3,Rick Allison,73735065-7817-3b49-b99d-9c6d85f52e26,final,cd8c8cdd-9dec-3e2a-8b93-18195834f112,Il Faut Du Temps,/participant/sandrine-francois,"Patrick Bruel, Marie-Florence Gros"
Corinna May,Germany,17,18,21,ARD,Ralph SIegel,73735065-7817-3b49-b99d-9c6d85f52e26,final,e148a9f3-d28d-34ff-b1ee-5a51e0e1a1b9,I Can't Live Without Music,/participant/corinna-may,Bernd Meinunger
Buket Bengisu & Saphire,Turkey,29,19,16,TRT,Fani Hodara,73735065-7817-3b49-b99d-9c6d85f52e26,final,fd74b4fd-faff-38b4-92c3-af2bafcdd7fd,Leylaklar Soldu Kalbinde,/participant/buket-bengisu-saphire,"Sami Hodara, Figen Cakmak"
Ira Losco,Malta,164,20,2,TVM,Philip Vella,73735065-7817-3b49-b99d-9c6d85f52e26,final,676c9755-5158-3936-b1c1-ea205f37e81a,7th Wonder,/participant/ira-losco,Gerard James Borg
Monica Anghel & Marcel Pavel,Romania,71,21,9,TVR,Ionel Tudor,73735065-7817-3b49-b99d-9c6d85f52e26,final,c4a34eb1-069d-327d-9911-53d5a018e1d6,Tell Me Why,/participant/monica-anghel-marcel-pavel,Mirela Fugaru
Sestre,Slovenia,33,22,13,RTVSLO,Robert Peut,73735065-7817-3b49-b99d-9c6d85f52e26,final,2c0299e7-7d3d-362d-9de0-4cfd11b33bea,Samo Ljubezen,/participant/sestre,Barbara Peut
Marie N,Latvia,176,23,1,LTV,Marija Naumova,73735065-7817-3b49-b99d-9c6d85f52e26,final,4c42ca0f-f69b-33c2-ad95-bc86eebb8a96,I Wanna,/participant/marie-n,"Marija Naumova, Marats Samauskis"
Aivaras,Lithuania,12,24,23,LRT,Aivaras Stepukonis,73735065-7817-3b49-b99d-9c6d85f52e26,final,063e7965-69d3-381f-b0ff-1dbd430c87c7,Happy You,/participant/aivaras,Aivaras Stepukonis
Michelle,The Netherlands,16,01,18,NOS,"André Remkes, Dirk Jan Vermeij",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,9381967c-6ca0-399d-a619-74cce02b52b0,Out On My Own,/participant/michelle,-
TwoTricky,Iceland,3,02,22,RÚV,"Einar Bárðarson, Magnus Thor Sigmundsson",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,f37bb383-b364-3219-85ba-ad0da147dc6a,Angel,/participant/twotricky,Einar Bárðarson
Nino,Bosnia & Herzegovina,29,03,14,PBSBIH,Nino Pre,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,7d5e249e-9d5a-3f6c-ab22-a8609814dd92,Hano,/participant/nino,-
Haldor Lægreid,Norway,3,04,22,NRK,"Ole Henrik Antonsen, Tom-Steinar Hanssen",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,9d68af9a-9ac8-3192-bc94-ab7dec409e84,On My Own,/participant/haldor-laegreid,"Ole Henrik Antonsen, Tom-Steinar Hanssen, Ole Jørgen Olsen"
Tal Sondak,Israel,25,05,16,IBA,Yair Klinger,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,61bec1d8-5609-3c33-a4d7-2f45407b2bca,Ein Davar,/participant/tal-sondak,Shimrit Orr
Mumiy troll,Russia,37,06,12,C1R,Ilia Lagoutenko,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,b3849b5f-5d2d-32e1-8230-a3018b0f27ce,Lady Alpine Blue,/participant/mumiy-troll,-
Friends,Sweden,100,07,5,SVT,"Thomas G:son, Henrik Sethsson",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,6debc235-f6dd-367e-9f67-65fbc492f2ce,Listen To Your Heartbeat,/participant/friends,-
Skamp,Lithuania,35,08,13,LRT,"Viktoras Diawara, Linas Rima",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,2c57dcaf-cd48-333d-bc94-3b677e03edec,You Got Style,/participant/skamp,"Erica Quinn Jennings, Vilius Alesius, Viktoras Diawara"
Arnis Mednis,Latvia,16,09,18,LTV,Arnis Mednis,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,3b7d24e3-0b42-3e92-8ed2-32b58c860984,Too Much,/participant/arnis-mednis,"Gustavs Terzens, Arnis Mednis"
Vanna,Croatia,42,10,10,HRT,Tonci Huljic,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,97f1816e-4961-3934-ae30-4484ac325837,Strings Of My Heart,/participant/vanna,Vjekoslava Huljic
MTM,Portugal,18,11,17,RTP,Marco Quelhas,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,a58a0e26-5ba3-330c-939d-353acf3237b4,Só Sei Ser Feliz Assim,/participant/mtm,-
Gary O'Shaughnessy,Ireland,6,12,21,RTÉ,Pat Sheridan,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,f613277c-e8ec-391a-8b53-f4f6d2da15b2,Without Your Love,/participant/gary-o-shaughnessy,-
David Civera,Spain,76,13,6,TVE,Alejandro Abad,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,a9227d3b-acd2-372a-ba73-a795d0f4689d,Dile Que La Quiero,/participant/david-civera,-
Natasha Saint-Pier,France,142,14,4,France 3,Jill Kapler,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,5aaeedf5-5a9a-32d7-8dcf-d845c781c2c8,Je N'ai Que Mon âme,/participant/natasha-saint-pier,-
Sedat Yüce,Turkey,41,15,11,TRT,Semih Güneri,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,a4506756-a51f-3e8b-8ff1-25007b008bf6,Sevgiliye Son,/participant/sedat-yuece,Nurdan Güneri
Lindsay D.,United Kingdom,28,16,15,BBC,"Russ Ballard, Chris Winter",7800adf9-9bfa-371a-964b-46063c6bb2e5,final,89b71f61-e6ea-3c15-90f1-c661516d9360,No Dream Impossible,/participant/lindsay-d,-
Nua Derenda,Slovenia,70,17,7,RTVSLO,Matjaz Vlaic,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,0d82851a-11a1-3936-aff1-03155a53d3b2,Energy,/participant/nu-a-derenda,Lucienne Lonchina
Piasek,Poland,11,18,20,TVP,Robert Chojnacki,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,11be57fc-d6e2-36e9-a596-43eb84b8ee4d,2 Long,/participant/piasek,Andrzej Piaseczny
Michelle,Germany,66,19,8,,,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,47036962-ff63-30fd-abeb-4a3f61b82366,Wer Liebe Lebt,/participant/michelle-1,
"Tanel Padar, Dave Benton & 2XL",Estonia,198,20,1,ERR,Ivar Must,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,14278964-18a0-3322-becc-cb5b44bee2b1,Everybody,/participant/tanel-padar-dave-benton-2xl,Maian-Anna Kärmas
Fabrizio Faniello,Malta,48,21,9,PBS,Paul Abela,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,93d1cf84-5011-3de6-ac42-7b5c4685c6b6,Another Summer Night,/participant/fabrizio-faniello,Georgina Abela
Antique,Greece,147,22,3,ERT,Nikos Terzis,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,609213cb-173e-3017-b4f2-4eeb58435380,Die For You,/participant/antique,Antonis Papas
Rollo & King,Denmark,177,23,2,DR,Søren Poppe,7800adf9-9bfa-371a-964b-46063c6bb2e5,final,3009be83-f4f2-3271-8c7c-c4e1f6c327f1,Never Ever Let You Go,/participant/rollo-king,Stefan Nielsen
Ping Pong,Israel,7,01,22,IBA,"Roi Arad, Guy Asif",9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,7952ecbf-2f91-3eaf-a246-7104f3be2429,Sa'me'akh,/participant/ping-pong,"Roi Arad, Guy Asif, Ronen Ben Tal"
Linda Wagenmakers,The Netherlands,40,02,13,NOS,Ellert Driessen,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,5658a9d2-d756-32c8-a21a-d20c08fc5fad,No Goodbyes,/participant/linda-wagenmakers,John O'Hare
Nicki French,United Kingdom,28,03,16,BBC,"John Springate, Gary Shephard",9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,e4852e91-b41b-3f48-a810-9d29f7f8cb5f,Don't Play That Song Again,/participant/nicki-french,"John Springate, Gary Shephard"
Ines,Estonia,98,04,4,ERR,"Pearu Paulus, Ilmar Laisaar, Alar Kotkas",9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,69cfcb3b-7e3e-3b99-9fd2-9c39afa22d1f,Once In A Lifetime,/participant/ines,Jana Hallas
Sofia Mestari,France,5,05,23,France 3,Benoît Heinrich,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,0dc7a83d-86a4-3a4e-9841-8999749b360f,On Aura Le Ciel,/participant/sofia-mestari,Pierre Legay
Taxi,Romania,25,06,17,TVR,Dan Teodorescu,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,c1017269-3665-3543-aaf0-786bcc5213d5,The Moon,/participant/taxi,Dan Teodorescu
Claudette Pace,Malta,73,07,8,PBS,Philip Vella,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,82acd96a-113f-3dcd-bd65-99a04f3561b7,Desire,/participant/claudette-pace,Gerard James Borg
Charmed,Norway,57,08,11,NRK,Morten Henriksen,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,b9f1a948-1f78-3e05-a1be-e5482f3c381c,My Heart Goes Boom,/participant/charmed,Tore Madsen
Alsou,Russia,155,09,2,C1R,"Andrew Lane, Brandon Barus",9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,b2a1fedc-2096-333f-be68-4a1a019d77e2,Solo,/participant/alsou,"Andrew Lane, Brandon Barus"
Nathalie Sorce,Belgium,2,10,24,RTBF,Silvio Pezzuto,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,f515d447-6bc3-394a-9dbc-536173506f61,Envie De Vivre,/participant/nathalie-sorce,Silvio Pezzuto
Voice,Cyprus,8,11,21,CyBC,Alexandros Panayi,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,6b7251bd-faab-3dd7-8f6c-c6f0937018b9,Nomiza,/participant/voice,"Alexandros Panayi, Silvia M. Klemm"
Einer Augúst Víðisson en Telma Augústdóttir,Iceland,45,12,12,RÚV,Örlygur Smári,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,85187455-37fd-3f14-809b-7ebefaf72ef1,Tell Me!,/participant/einer-august-vidjisson-en-telma-augustdottir,Sigurður Örn Jónsson
Serafín Zubiri,Spain,18,13,18,TVE,José Maria Purón,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,88f15d82-6ef5-3422-85d8-880a46c6af2e,Colgado De Un Sueño,/participant/serafin-zubiri,José Maria Purón
Olsen brothers,Denmark,195,14,1,DR,Jørgen Olsen,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,574be5a9-2718-3ca4-8a3f-96802ae5ade3,Fly On The Wings Of Love,/participant/olsen-brothers,Jørgen Olsen
Stefan Raab,Germany,96,15,5,ARD,Stefan Raab,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,b1f209dc-6c94-3cb4-aafb-c742b6c81b92,Wadde Hadde Dudde Da,/participant/stefan-raab,Stefan Raab
Jane Bogaert,Switzerland,14,16,20,SSR SRG,Bernie Staub,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,c554b1b5-a2ae-3ae8-b2ad-aa7fdc88e036,La Vita Cos'è?,/participant/jane-bogaert,Thomas Marin
Goran Karan,Croatia,70,17,9,HRT,Zdenko Runjic,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,4ab72b8a-b82e-3bf6-9b75-f4c6b3b41260,Kada Zaspu Andeli,/participant/goran-karan,Nenad Nincevic
Roger Pontare,Sweden,88,18,7,SVT,"Peter Dahl, Linda Jansson, Thomas Holmstrand",9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,a2f0f6e7-3e31-3554-ae03-41f0d841f876,When Spirits Are Calling My Name,/participant/roger-pontare,"Peter Dahl, Linda Jansson, Thomas Holmstrand"
XXL,F.Y.R. Macedonia,29,19,15,MKRTV,Dragan Karanfilovski,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,c9318d6c-71da-3f1f-8ccd-c1840ec5118d,100\% Te Ljubam,/participant/xxl,"Orce Zafirofski, Dragan Karanfilovski"
Nina Åström,Finland,18,20,18,YLE,Luca Genta,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,a10bf139-63c7-3b38-bd2f-bf2fae2d3f43,A Little Bit,/participant/nina-aastroem,Gerrit aan 't Goor
BrainStorm,Latvia,136,21,3,LTV,Renars Kaupers,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,87579321-74bd-3639-91aa-dd5ed0a0f797,My Star,/participant/brainstorm,Renars Kaupers
Pinar Ayhan & S.O.S. band,Turkey,59,22,10,TRT,Suha Ayhan,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,5cdcb460-9555-3577-9cd9-c634bd8b34e0,Yorgunum Anla,/participant/pinar-ayhan-s-o-s-band,"Pınar Ayhan, Orkun Yazgan"
Eamonn Toal,Ireland,92,23,6,RTÉ,Gerry Simpson,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,8a51024b-19bc-3211-92a7-b79f391732ec,Millennium Of Love,/participant/eamonn-toal,Raymond J. Smyth
The rounder girls,Austria,34,24,14,ORF,Dave Moskin,9c7cb9f7-12aa-30a9-bf0f-0d56f9a95afb,final,ebcff7f6-4725-3da8-8e8f-d4771ff45b48,All To You,/participant/the-rounder-girls,Dave Moskin
Aiste Smilgeviciute,Lithuania,13,01,20,LRT,Linas Rima,3495fcff-78c7-3779-ac85-74c2275a07f3,final,e7002573-2360-3d95-a4ba-40f89b8cdbc1,Strazdas,/participant/aiste-smilgeviciute,Sigitas Geda
Vanessa Chinitor,Belgium,38,02,12,VRT,"Emma Philippa, Wim Claes, Ilia Beyers, John Terra",3495fcff-78c7-3779-ac85-74c2275a07f3,final,41e0e542-ea39-3355-bb74-30ac5b7fff58,Like The Wind,/participant/vanessa-chinitor,"Wim Claes, Emma Phillipa, Ilia Beyers, John Terra"
